commit	val_bpb	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	depth	status	description
unknown	1.782506	180.2	214.1	42204.0	38.33	252.2	481	33.6	8	keep	baseline
unknown	1.066495	180.0	207.9	19117.0	35.49	252.6	1927	29.4	8	keep	batched Muon hidden mats at 128K batch
unknown	1.074676	180.0	220.4	19153.5	34.61	246.3	1879	29.4	8	discard	8 heads via 64-dim attention heads
unknown	1.067574	180.0	206.8	19117.0	35.44	252.2	1924	29.4	8	discard	10% LR floor during final warmdown
unknown	1.063527	180.0	207.2	19117.0	35.40	251.9	1922	29.4	8	keep	lower 128K Muon matrix lr to 0.020
unknown	1.061755	180.0	206.9	19117.0	35.42	252.1	1923	29.4	8	keep	lower 128K Muon matrix lr to 0.018
unknown	1.061220	180.1	208.7	19117.0	35.26	251.0	1915	29.4	8	keep	lower 128K Muon matrix lr to 0.016
unknown	1.059726	180.1	208.1	19117.0	35.36	251.7	1920	29.4	8	keep	lower 128K Muon matrix lr to 0.014
unknown	1.059623	180.1	207.8	19117.0	35.32	251.4	1918	29.4	8	keep	lower 128K Muon matrix lr to 0.012
unknown	1.060200	180.0	206.7	19117.0	35.31	251.3	1917	29.4	8	discard	lower 128K Muon matrix lr to 0.010
unknown	1.060159	180.0	207.2	19117.0	35.35	251.5	1919	29.4	8	discard	lower 128K Muon matrix lr to 0.011
unknown	1.060679	180.0	207.0	19117.0	35.37	251.7	1920	29.4	8	discard	lower embed and head AdamW lrs
unknown	1.059327	180.0	206.8	19117.0	35.44	252.2	1924	29.4	8	keep	raise 128K Muon matrix lr to 0.013
unknown	1.059123	180.1	206.9	19117.0	35.49	252.6	1927	29.4	8	keep	raise 128K Muon matrix lr to 0.0135
unknown	1.063016	180.0	211.9	19117.0	35.50	252.6	1927	29.4	8	discard	reduce Muon Newton-Schulz iterations from 5 to 4
unknown	1.063228	180.0	206.8	19117.0	35.42	252.1	1923	29.4	8	discard	shorten LR warmdown from 30% to 20%
unknown	1.058758	180.1	207.1	19117.0	35.39	251.9	1922	29.4	8	keep	raise lm-head AdamW lr from 0.002 to 0.003
unknown	1.057919	180.0	207.6	19117.0	35.29	251.1	1916	29.4	8	keep	raise lm-head AdamW lr from 0.003 to 0.004
unknown	1.058328	180.0	208.0	19117.0	35.31	251.3	1917	29.4	8	discard	raise lm-head AdamW lr from 0.004 to 0.005
unknown	1.057702	180.0	206.8	19117.0	35.35	251.5	1919	29.4	8	keep	raise lm-head AdamW lr from 0.004 to 0.0045
unknown	1.059550	180.1	218.0	14424.3	34.45	244.9	2491	29.4	8	discard	smaller 98K tokens per optimizer update
unknown	1.058231	180.0	207.9	19117.0	35.33	251.4	1918	29.4	8	discard	raise token embedding AdamW lr from 0.30 to 0.35
unknown	1.057613	180.0	207.2	19117.0	35.41	251.9	1922	29.4	8	keep	lower matrix Muon lr from 0.0135 to 0.01325
unknown	1.057620	180.0	207.5	19117.0	35.39	251.8	1921	29.4	8	discard	lower matrix Muon lr from 0.01325 to 0.0131
unknown	1.057559	180.1	206.8	19117.0	35.45	252.3	1925	29.4	8	keep	lower matrix Muon lr from 0.01325 to 0.0132
unknown	1.057821	180.0	207.7	19117.0	35.33	251.4	1918	29.4	8	discard	lower lm-head AdamW lr from 0.0045 to 0.0044
unknown	1.057984	180.0	208.4	19117.0	35.14	250.1	1908	29.4	8	discard	lower matrix Muon weight decay from 0.20 to 0.18
unknown	1.058133	180.0	208.6	19117.0	35.10	249.8	1906	29.4	8	discard	raise lm-head AdamW lr from 0.0045 to 0.0046
unknown	1.068132	180.1	207.8	19117.0	35.17	250.3	1910	29.4	8	discard	keep matrix weight decay constant
unknown	1.058002	180.0	208.0	19117.0	35.18	250.3	1910	29.4	8	discard	refine matrix lr to 0.01318 and lm-head lr to 0.00448
unknown	1.057695	180.0	207.5	19117.0	35.26	250.9	1914	29.4	8	discard	5% Muon LR floor during final warmdown
unknown	1.057829	180.0	207.0	19117.0	35.35	251.5	1919	29.4	8	discard	raise matrix Muon weight decay from 0.20 to 0.22
