commit	val_bpb	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	depth	status	description
unknown	1.902140	180.3	214.1	42204.0	38.40	252.7	482	33.6	8	keep	baseline
unknown	1.467173	180.2	209.1	42084.0	38.10	248.0	946	33.6	8	keep	halve total batch to double update count
unknown	1.496917	180.1	209.1	42084.0	38.03	247.5	944	33.6	8	discard	delay LR decay and keep a 10% LR floor
unknown	1.269935	180.1	207.3	21289.0	37.35	241.7	1844	33.6	8	keep	halve batch again to 131k total tokens
unknown	1.228778	180.0	207.4	10891.5	34.69	223.9	3416	33.6	8	keep	halve batch again to 65k total tokens
unknown	1.244813	180.0	207.9	5692.8	26.57	171.3	5228	33.6	8	discard	halve batch again to 33k total tokens
unknown	1.246786	180.0	222.3	13446.7	38.97	177.2	2704	49.8	8	discard	widen model to 640d at 65k batch
unknown	1.234556	180.0	219.1	8292.2	30.30	195.5	3977	33.6	8	discard	49k total batch with 24 seq/device
unknown	1.239556	180.0	219.8	10912.0	34.38	221.9	3386	33.6	8	discard	8 heads at 512d instead of 4x128
unknown	1.253385	180.0	218.5	9654.7	28.94	229.1	3496	26.6	8	discard	shrink to 448d with 7 heads
unknown	1.234815	180.1	206.7	10891.5	34.29	221.4	3378	33.6	8	discard	halve weight decay at 65k batch
unknown	1.232878	180.0	218.7	10241.7	33.36	215.3	3504	33.6	8	discard	61k total batch with 30 seq/device
unknown	1.240883	180.0	207.1	10891.5	34.14	220.3	3362	33.6	8	discard	shorten LR cooldown to last 30% at 65k batch
unknown	1.222383	180.0	206.6	10891.5	34.98	225.7	3444	33.6	8	keep	reduce all AdamW LRs 10% at 65k batch
unknown	1.223034	180.0	206.9	10891.5	34.60	223.3	3408	33.6	8	discard	reduce all AdamW LRs 20% at 65k batch
unknown	1.235204	180.0	206.9	10891.5	33.85	218.5	3334	33.6	8	discard	reduce all AdamW LRs 15% at 65k batch
unknown	1.215541	180.0	206.6	10891.5	34.50	222.6	3397	33.6	8	keep	start LR cooldown earlier over final 60% at 65k batch
unknown	1.216856	180.0	206.6	10891.5	34.73	224.1	3420	33.6	8	discard	start LR cooldown earlier over final 65% at 65k batch
unknown	1.214849	180.0	206.6	10891.5	34.23	220.9	3371	33.6	8	keep	restore embedding and lm head LRs with lower matrix LR
unknown	1.208927	180.0	207.0	10891.5	34.47	222.4	3394	33.6	8	keep	lower matrix LR further with earlier cooldown
unknown	1.211533	180.0	207.1	10891.5	34.41	222.1	3389	33.6	8	discard	lower matrix LR again with earlier cooldown
unknown	1.222462	180.0	218.2	10915.5	34.51	222.8	3399	33.6	8	discard	keep token embeddings fp32, cast lookups to bf16
unknown	1.211339	180.0	207.0	10891.5	34.04	219.7	3353	33.6	8	discard	keep 10% late LR floor for embedding and lm head
unknown	1.210042	180.0	207.6	10888.0	28.30	223.2	3406	33.6	8	discard	halve sequence length to 1024 and double device batch
unknown	1.213788	180.0	219.1	10805.8	31.33	222.4	3448	33.6	8	discard	use 1536-token sequences with near-matched total batch
unknown	1.219051	180.0	206.7	10891.5	34.84	224.9	3431	33.6	8	discard	lower Adam beta2 to 0.92
unknown	1.210323	180.0	207.6	10891.5	33.98	219.3	3347	33.6	8	discard	increase Adam beta1 to 0.85
unknown	1.215489	180.0	206.9	10891.5	34.29	221.3	3377	33.6	8	discard	increase weight decay to 0.25
unknown	1.194530	180.0	225.1	10891.6	32.42	209.2	3192	33.6	8	keep	add learned RMSNorm scales
unknown	0.000000	0.0	182.2	0.0	0.00	0.0	0	0.0	0	crash	raise matrix LR with learned RMSNorm (BrokenPipeError)
