commit	val_bpb	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	depth	status	description
unknown	1.911276	180.4	214.7	42204.0	37.24	245.4	468	33.6	8	keep	baseline
unknown	1.478842	180.1	209.0	42084.0	37.10	241.4	921	33.6	8	keep	halve total batch for more updates
unknown	1.276729	180.1	207.4	21289.0	36.65	237.2	1810	33.6	8	keep	quarter batch for still more updates
unknown	1.227824	180.0	207.0	10891.5	34.16	220.5	3364	33.6	8	keep	65k batch for higher update rate
unknown	1.247071	180.0	207.4	5692.8	26.20	168.9	5155	33.6	8	discard	32k batch maximum update frequency
unknown	1.270509	180.1	227.4	16465.8	38.42	142.2	2170	59.6	10	discard	depth 10 wider model at 65k batch
unknown	1.250859	180.0	213.0	6602.3	19.14	245.6	3747	16.9	6	discard	depth 6 faster model at 65k batch
unknown	1.243984	180.0	219.5	8292.2	30.72	198.2	4032	33.6	8	discard	49k batch between 65k and 32k
unknown	1.228340	180.0	207.2	10891.5	34.38	221.9	3386	33.6	8	discard	0.75x learning rates at 65k batch
unknown	1.252713	180.0	212.3	10891.5	34.35	221.7	3383	33.6	8	discard	1.25x learning rates at 65k batch
unknown	1.224163	180.0	219.4	10888.0	26.72	210.8	3217	33.6	8	keep	1024 sequence length same 65k batch
unknown	1.280025	180.0	223.4	10886.8	19.39	172.2	2628	33.6	8	discard	512 sequence length same 65k batch
unknown	1.226809	180.0	216.5	9691.3	25.55	226.7	3459	30.4	7	discard	depth 7 at 1024 sequence length
unknown	1.211587	180.0	207.9	10888.0	27.83	219.5	3350	33.6	8	keep	0.1 weight decay at 1024 sequence length
unknown	1.347581	180.0	208.0	10888.0	28.13	221.9	3386	33.6	8	discard	no weight decay at 1024 sequence length
unknown	1.223250	180.0	208.8	10888.0	28.07	221.4	3379	33.6	8	discard	constant 0.1 weight decay at 1024
unknown	1.207536	180.0	208.8	10888.0	27.62	217.9	3325	33.6	8	keep	0.125 weight decay at 1024
unknown	1.227408	180.0	208.3	10888.0	27.39	216.1	3297	33.6	8	discard	0.15 weight decay at 1024
unknown	1.219244	180.0	208.0	10888.0	27.30	215.4	3286	33.6	8	discard	0.12 weight decay at 1024
unknown	1.232733	180.0	219.5	8288.7	24.01	189.3	3852	33.6	8	discard	49k batch at 1024 with 0.125 wd
unknown	1.223230	180.0	207.7	10891.5	34.13	220.3	3361	33.6	8	discard	2048 sequence length with 0.125 wd
unknown	1.238006	180.0	221.7	10237.6	23.84	199.1	3241	33.6	8	discard	768 sequence length with 0.125 wd
unknown	1.214346	180.0	208.3	10888.0	27.05	213.4	3256	33.6	8	discard	matrix lr 0.035 at 1024
unknown	1.220668	180.0	208.3	10888.0	27.34	215.7	3291	33.6	8	discard	log every 20 steps
unknown	1.216657	180.0	208.5	10888.0	27.10	213.8	3262	33.6	8	discard	final lr frac 0.1 at 1024
unknown	1.211198	180.0	218.7	11030.3	27.14	211.2	3223	34.1	8	discard	swiglu mlp at 1024
unknown	1.225237	180.0	207.5	10888.0	27.88	219.9	3356	33.6	8	discard	embedding lr 0.5 at 1024
unknown	1.218588	180.1	207.5	10888.0	28.14	222.0	3387	33.6	8	discard	embedding lr 0.7 at 1024
unknown	1.224159	180.0	207.2	10888.0	27.46	216.7	3306	33.6	8	discard	unembedding lr 0.005 at 1024
unknown	1.213112	180.0	207.3	10888.0	28.04	221.2	3375	33.6	8	discard	unembedding lr 0.003 at 1024
unknown	1.218174	180.0	207.4	10888.0	27.24	214.9	3279	33.6	8	discard	adam beta2 0.9 at 1024
unknown	1.243902	180.0	208.1	10888.0	26.55	209.5	3196	33.6	8	discard	adam beta2 0.98 at 1024
unknown	1.216154	180.0	207.5	10888.0	28.45	224.4	3424	33.6	8	discard	0.13 weight decay at 1024
unknown	1.207356	180.0	207.7	10888.0	28.47	224.6	3427	33.6	8	keep	warmdown 0.6 at 1024
