commit	val_bpb	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	depth	status	description
unknown	1.880138	180.1	215.6	42204.0	38.03	250.1	477	33.6	8	keep	baseline
unknown	1.456837	180.0	208.9	42084.0	37.97	246.9	942	33.6	8	keep	halve effective batch size
unknown	1.292629	180.0	207.5	21289.0	37.34	241.6	1843	33.6	8	keep	halve batch size again
unknown	1.230747	180.0	207.4	10891.5	34.88	225.1	3435	33.6	8	keep	test 64K-token batch
unknown	1.213848	180.0	207.9	5692.8	27.33	176.2	5377	33.6	8	keep	scale learning rates for 32K batch
unknown	1.256836	180.0	221.0	3093.4	17.04	109.8	6702	33.6	8	discard	scale batch and rates to 16K tokens
unknown	1.230535	180.0	218.3	5128.8	22.91	162.5	4958	29.4	8	discard	test three-times MLP expansion
unknown	1.237748	180.0	207.9	5692.8	25.81	166.4	5078	33.6	8	discard	shorten learning-rate warmdown
unknown	1.207487	180.0	208.0	5692.8	26.45	170.5	5204	33.6	8	keep	lower Muon matrix learning rate
unknown	1.216911	180.0	207.9	5692.8	25.20	162.5	4959	33.6	8	discard	refine Muon learning rate
unknown	1.219039	180.0	207.7	5692.8	25.20	162.5	4959	33.6	8	discard	raise input embedding learning rate
unknown	1.212814	180.0	207.8	5692.8	26.62	171.6	5238	33.6	8	discard	raise output head learning rate
unknown	1.221746	180.0	208.1	5692.8	26.86	173.1	5284	33.6	8	discard	reduce matrix weight decay
unknown	1.237756	180.0	213.5	3442.2	17.79	228.0	6958	16.9	6	discard	test six-layer smaller model
unknown	1.089824	180.0	215.9	5595.8	24.50	157.9	4820	33.6	8	keep	use batched Muon for hidden matrices
unknown	1.077844	180.0	209.7	5595.8	25.33	163.3	4985	33.6	8	keep	tune Muon matrix rate
unknown	1.076400	180.0	208.7	5595.8	25.67	165.5	5050	33.6	8	keep	lower Muon matrix rate again
unknown	1.079764	180.0	209.0	5595.8	24.76	159.6	4872	33.6	8	discard	test lower Muon matrix rate
unknown	1.085021	180.0	209.2	5595.8	24.78	159.8	4876	33.6	8	discard	lower Muon momentum
unknown	1.081070	180.0	212.8	5595.8	27.07	174.5	5325	33.6	8	discard	use three Muon orthogonalization steps
unknown	1.059971	180.0	208.4	10794.5	33.83	218.4	3332	33.6	8	keep	scale Muon run to 64K batch
unknown	1.054347	180.1	208.9	21193.0	36.45	235.9	1800	33.6	8	keep	scale Muon run to 128K batch
unknown	1.057336	180.2	210.9	41988.0	37.08	241.4	921	33.6	8	discard	scale Muon run to 256K batch
unknown	1.052294	180.1	209.6	21193.0	36.37	235.4	1796	33.6	8	keep	refine 128K Muon matrix rate
unknown	1.050568	180.1	209.8	21193.0	36.41	235.7	1798	33.6	8	keep	fine tune 128K Muon matrix rate
unknown	1.050586	180.1	208.9	21193.0	36.43	235.8	1799	33.6	8	discard	continue 128K Muon rate sweep
unknown	1.055640	180.1	220.2	19117.0	35.34	251.5	1919	29.4	8	discard	test MLP3 with 128K Muon
unknown	1.050361	180.1	208.8	21193.0	36.51	236.3	1803	33.6	8	keep	test midpoint Muon matrix rate
unknown	1.050516	180.0	209.8	21193.0	36.46	235.9	1800	33.6	8	discard	fine tune Muon rate near 0.017
unknown	1.052329	180.1	211.4	21193.0	36.47	236.1	1801	33.6	8	discard	raise AdamW beta1
unknown	1.050781	180.0	209.8	21193.0	36.46	235.9	1800	33.6	8	discard	raise AdamW beta2
unknown	1.060857	180.1	212.5	21193.0	36.00	233.0	1778	33.6	8	discard	keep Muon weight decay constant
unknown	1.055194	180.1	211.8	21193.0	36.35	235.3	1795	33.6	8	discard	shorten Muon warmdown
unknown	1.051877	180.0	210.4	21193.0	36.37	235.4	1796	33.6	8	discard	retain a small final learning rate
unknown	1.059901	180.0	225.7	21237.5	35.53	229.9	1754	33.6	8	discard	use more attention heads
unknown	1.050743	180.1	210.4	21193.0	36.37	235.4	1796	33.6	8	discard	tune Muon weight decay midpoint
unknown	1.058612	180.0	218.3	21193.0	35.58	230.3	1757	33.6	8	discard	test SiLU MLP activation
unknown	1.050922	180.1	207.8	16003.3	35.83	231.6	2356	33.6	8	discard	test intermediate 96K batch
